"","X","time","lat","lon","depth","temp","salt"
"1040",1040,"1981-08-15T00:00:00Z",67.75,295.75,5.01,1.23712611198425,31.6736106872559
"1041",1041,"1981-08-15T00:00:00Z",67.75,296.25,5.01,1.28923618793488,31.7641468048096
"1042",1042,"1981-08-15T00:00:00Z",68.25,295.25,5.01,1.3705061674118,31.7416210174561
"1043",1043,"1981-08-15T00:00:00Z",68.25,295.75,5.01,1.54896378517151,31.9126758575439
"1044",1044,"1981-08-15T00:00:00Z",68.25,296.25,5.01,1.74816524982452,32.0891304016113
"1047",1047,"1981-09-15T00:00:00Z",67.25,296.25,5.01,0.611774444580078,31.73610496521
"1048",1048,"1981-09-15T00:00:00Z",67.75,295.25,5.01,0.706994771957397,31.6447238922119
"1049",1049,"1981-09-15T00:00:00Z",67.75,295.75,5.01,0.706329882144928,31.6377849578857
"1050",1050,"1981-09-15T00:00:00Z",67.75,296.25,5.01,0.745481073856354,31.7631778717041
"1051",1051,"1981-09-15T00:00:00Z",68.25,295.25,5.01,0.665967106819153,31.7614612579346
"1052",1052,"1981-09-15T00:00:00Z",68.25,295.75,5.01,0.783532917499542,31.910472869873
"1053",1053,"1981-09-15T00:00:00Z",68.25,296.25,5.01,0.921367943286896,32.055347442627
"1056",1056,"1981-10-15T00:00:00Z",67.25,296.25,5.01,-0.224171683192253,31.7227783203125
"1057",1057,"1981-10-15T00:00:00Z",67.75,295.25,5.01,-0.625563204288483,31.6416873931885
"1058",1058,"1981-10-15T00:00:00Z",67.75,295.75,5.01,-0.600183725357056,31.6372489929199
"1059",1059,"1981-10-15T00:00:00Z",67.75,296.25,5.01,-0.471949726343155,31.7282943725586
"1060",1060,"1981-10-15T00:00:00Z",68.25,295.25,5.01,-0.582060396671295,31.7097434997559
"1061",1061,"1981-10-15T00:00:00Z",68.25,295.75,5.01,-0.435378223657608,31.843074798584
"1062",1062,"1981-10-15T00:00:00Z",68.25,296.25,5.01,-0.186398804187775,31.9658145904541
"1065",1065,"1981-11-15T00:00:00Z",67.25,296.25,5.01,-0.665066421031952,31.877082824707
"1066",1066,"1981-11-15T00:00:00Z",67.75,295.25,5.01,-0.759851455688477,31.8339920043945
"1067",1067,"1981-11-15T00:00:00Z",67.75,295.75,5.01,-0.765591204166412,31.8413562774658
"1068",1068,"1981-11-15T00:00:00Z",67.75,296.25,5.01,-0.693235874176025,31.880069732666
"1069",1069,"1981-11-15T00:00:00Z",68.25,295.25,5.01,-0.747109293937683,31.7946586608887
"1070",1070,"1981-11-15T00:00:00Z",68.25,295.75,5.01,-0.636950969696045,31.8529586791992
"1071",1071,"1981-11-15T00:00:00Z",68.25,296.25,5.01,-0.643324851989746,31.856861114502
"1074",1074,"1981-12-15T00:00:00Z",67.25,296.25,5.01,-0.891188979148865,31.9575309753418
"1075",1075,"1981-12-15T00:00:00Z",67.75,295.25,5.01,-0.95522665977478,31.8708534240723
"1076",1076,"1981-12-15T00:00:00Z",67.75,295.75,5.01,-0.967296481132507,31.8877639770508
"1077",1077,"1981-12-15T00:00:00Z",67.75,296.25,5.01,-0.985593736171722,31.9047679901123
"1078",1078,"1981-12-15T00:00:00Z",68.25,295.25,5.01,-1.15907788276672,31.7965068817139
"1079",1079,"1981-12-15T00:00:00Z",68.25,295.75,5.01,-1.31820070743561,31.801176071167
"1080",1080,"1981-12-15T00:00:00Z",68.25,296.25,5.01,-1.48656213283539,31.8256301879883
"1083",1083,"1982-01-15T00:00:00Z",67.25,296.25,5.01,-1.05498158931732,32.049488067627
"1084",1084,"1982-01-15T00:00:00Z",67.75,295.25,5.01,-1.16578912734985,31.935375213623
"1085",1085,"1982-01-15T00:00:00Z",67.75,295.75,5.01,-1.18073356151581,31.9487113952637
"1086",1086,"1982-01-15T00:00:00Z",67.75,296.25,5.01,-1.27349972724915,31.9588088989258
"1087",1087,"1982-01-15T00:00:00Z",68.25,295.25,5.01,-1.24238276481628,31.8850173950195
"1088",1088,"1982-01-15T00:00:00Z",68.25,295.75,5.01,-1.36912071704865,31.8676128387451
"1089",1089,"1982-01-15T00:00:00Z",68.25,296.25,5.01,-1.4445663690567,31.8582248687744
"1092",1092,"1982-02-15T00:00:00Z",67.25,296.25,5.01,-1.17452394962311,32.1084899902344
"1093",1093,"1982-02-15T00:00:00Z",67.75,295.25,5.01,-1.22848975658417,31.9922142028809
"1094",1094,"1982-02-15T00:00:00Z",67.75,295.75,5.01,-1.23648715019226,32.0087509155273
"1095",1095,"1982-02-15T00:00:00Z",67.75,296.25,5.01,-1.32365262508392,32.0147666931152
"1096",1096,"1982-02-15T00:00:00Z",68.25,295.25,5.01,-1.33973789215088,31.8997535705566
"1097",1097,"1982-02-15T00:00:00Z",68.25,295.75,5.01,-1.3568354845047,31.9249114990234
"1098",1098,"1982-02-15T00:00:00Z",68.25,296.25,5.01,-1.41467142105103,31.9014358520508
"1101",1101,"1982-03-15T00:00:00Z",67.25,296.25,5.01,-1.30104601383209,32.1350173950195
"1102",1102,"1982-03-15T00:00:00Z",67.75,295.25,5.01,-1.36768305301666,31.912181854248
"1103",1103,"1982-03-15T00:00:00Z",67.75,295.75,5.01,-1.33707022666931,31.9677639007568
"1104",1104,"1982-03-15T00:00:00Z",67.75,296.25,5.01,-1.36872088909149,31.9897956848145
"1105",1105,"1982-03-15T00:00:00Z",68.25,295.25,5.01,-1.39674043655396,31.9102897644043
"1106",1106,"1982-03-15T00:00:00Z",68.25,295.75,5.01,-1.41853165626526,32.0138092041016
"1107",1107,"1982-03-15T00:00:00Z",68.25,296.25,5.01,-1.46092510223389,32.138801574707
"1110",1110,"1982-04-15T00:00:00Z",67.25,296.25,5.01,-1.38841688632965,32.118839263916
"1111",1111,"1982-04-15T00:00:00Z",67.75,295.25,5.01,-1.38091742992401,31.9220657348633
"1112",1112,"1982-04-15T00:00:00Z",67.75,295.75,5.01,-1.37531650066376,31.9533805847168
"1113",1113,"1982-04-15T00:00:00Z",67.75,296.25,5.01,-1.37788093090057,32.0016593933105
"1114",1114,"1982-04-15T00:00:00Z",68.25,295.25,5.01,-1.38429236412048,31.9341735839844
"1115",1115,"1982-04-15T00:00:00Z",68.25,295.75,5.01,-1.40295231342316,32.074634552002
"1116",1116,"1982-04-15T00:00:00Z",68.25,296.25,5.01,-1.45474457740784,32.2250099182129
"1119",1119,"1982-05-15T00:00:00Z",67.25,296.25,5.01,-1.41722285747528,32.119758605957
"1120",1120,"1982-05-15T00:00:00Z",67.75,295.25,5.01,-1.39451825618744,31.9533996582031
"1121",1121,"1982-05-15T00:00:00Z",67.75,295.75,5.01,-1.39946520328522,31.9882678985596
"1122",1122,"1982-05-15T00:00:00Z",67.75,296.25,5.01,-1.41167330741882,32.0598487854004
"1123",1123,"1982-05-15T00:00:00Z",68.25,295.25,5.01,-1.42145252227783,32.0022048950195
"1124",1124,"1982-05-15T00:00:00Z",68.25,295.75,5.01,-1.45426058769226,32.1014289855957
"1125",1125,"1982-05-15T00:00:00Z",68.25,296.25,5.01,-1.49417579174042,32.2071380615234
"1128",1128,"1982-06-15T00:00:00Z",67.25,296.25,5.01,-1.44714176654816,32.126895904541
"1129",1129,"1982-06-15T00:00:00Z",67.75,295.25,5.01,-1.42287600040436,32.0291976928711
"1130",1130,"1982-06-15T00:00:00Z",67.75,295.75,5.01,-1.42560696601868,32.0399742126465
"1131",1131,"1982-06-15T00:00:00Z",67.75,296.25,5.01,-1.44429659843445,32.0913543701172
"1132",1132,"1982-06-15T00:00:00Z",68.25,295.25,5.01,-1.46086764335632,32.0408325195312
"1133",1133,"1982-06-15T00:00:00Z",68.25,295.75,5.01,-1.47173023223877,32.0738182067871
"1134",1134,"1982-06-15T00:00:00Z",68.25,296.25,5.01,-1.48994672298431,32.1211395263672
"1137",1137,"1982-07-15T00:00:00Z",67.25,296.25,5.01,-1.54220306873322,31.932243347168
"1138",1138,"1982-07-15T00:00:00Z",67.75,295.25,5.01,-1.56302487850189,31.7913246154785
"1139",1139,"1982-07-15T00:00:00Z",67.75,295.75,5.01,-1.53264510631561,31.8056545257568
"1140",1140,"1982-07-15T00:00:00Z",67.75,296.25,5.01,-1.45033931732178,31.8445682525635
"1141",1141,"1982-07-15T00:00:00Z",68.25,295.25,5.01,-1.56846344470978,31.6691055297852
"1142",1142,"1982-07-15T00:00:00Z",68.25,295.75,5.01,-1.45566439628601,31.6575222015381
"1143",1143,"1982-07-15T00:00:00Z",68.25,296.25,5.01,-1.26752102375031,31.6845321655273
"1146",1146,"1982-08-15T00:00:00Z",67.25,296.25,5.01,-0.483272671699524,31.5269889831543
"1147",1147,"1982-08-15T00:00:00Z",67.75,295.25,5.01,-0.571696639060974,31.1984386444092
"1148",1148,"1982-08-15T00:00:00Z",67.75,295.75,5.01,-0.530073225498199,31.2424163818359
"1149",1149,"1982-08-15T00:00:00Z",67.75,296.25,5.01,-0.255579799413681,31.2569274902344
"1150",1150,"1982-08-15T00:00:00Z",68.25,295.25,5.01,-0.215105906128883,30.9436550140381
"1151",1151,"1982-08-15T00:00:00Z",68.25,295.75,5.01,0.526455640792847,30.9893054962158
"1152",1152,"1982-08-15T00:00:00Z",68.25,296.25,5.01,0.870480477809906,31.0624313354492
"1155",1155,"1982-09-15T00:00:00Z",67.25,296.25,5.01,-0.451120138168335,31.1758594512939
"1156",1156,"1982-09-15T00:00:00Z",67.75,295.25,5.01,0.00968960952013731,30.7325630187988
"1157",1157,"1982-09-15T00:00:00Z",67.75,295.75,5.01,-0.0818046703934669,30.8276081085205
"1158",1158,"1982-09-15T00:00:00Z",67.75,296.25,5.01,0.527859508991241,31.0150337219238
"1159",1159,"1982-09-15T00:00:00Z",68.25,295.25,5.01,0.840346395969391,30.9431381225586
"1160",1160,"1982-09-15T00:00:00Z",68.25,295.75,5.01,1.89549219608307,31.3289833068848
"1161",1161,"1982-09-15T00:00:00Z",68.25,296.25,5.01,2.0915219783783,31.7112083435059
"1164",1164,"1982-10-15T00:00:00Z",67.25,296.25,5.01,-0.488527745008469,31.2346630096436
"1165",1165,"1982-10-15T00:00:00Z",67.75,295.25,5.01,-0.656958520412445,31.34423828125
"1166",1166,"1982-10-15T00:00:00Z",67.75,295.75,5.01,-0.580149590969086,31.3041763305664
"1167",1167,"1982-10-15T00:00:00Z",67.75,296.25,5.01,0.0275598932057619,31.5674495697021
"1168",1168,"1982-10-15T00:00:00Z",68.25,295.25,5.01,-0.237754374742508,31.5665531158447
"1169",1169,"1982-10-15T00:00:00Z",68.25,295.75,5.01,0.772629916667938,31.8658332824707
"1170",1170,"1982-10-15T00:00:00Z",68.25,296.25,5.01,1.62413215637207,32.0615158081055
"1173",1173,"1982-11-15T00:00:00Z",67.25,296.25,5.01,-0.892618894577026,31.4303760528564
"1174",1174,"1982-11-15T00:00:00Z",67.75,295.25,5.01,-1.25935029983521,31.4692268371582
"1175",1175,"1982-11-15T00:00:00Z",67.75,295.75,5.01,-1.14818906784058,31.4769535064697
"1176",1176,"1982-11-15T00:00:00Z",67.75,296.25,5.01,-0.80680912733078,31.6689605712891
"1177",1177,"1982-11-15T00:00:00Z",68.25,295.25,5.01,-1.30988752841949,31.5562572479248
"1178",1178,"1982-11-15T00:00:00Z",68.25,295.75,5.01,-0.84967303276062,31.8339347839355
"1179",1179,"1982-11-15T00:00:00Z",68.25,296.25,5.01,-0.321014851331711,32.0410041809082
"1182",1182,"1982-12-15T00:00:00Z",67.25,296.25,5.01,-1.30331146717072,31.5150928497314
"1183",1183,"1982-12-15T00:00:00Z",67.75,295.25,5.01,-1.54528653621674,31.5467090606689
"1184",1184,"1982-12-15T00:00:00Z",67.75,295.75,5.01,-1.51449549198151,31.555534362793
"1185",1185,"1982-12-15T00:00:00Z",67.75,296.25,5.01,-1.34027671813965,31.7018642425537
"1186",1186,"1982-12-15T00:00:00Z",68.25,295.25,5.01,-1.53885519504547,31.5677108764648
"1187",1187,"1982-12-15T00:00:00Z",68.25,295.75,5.01,-1.45565986633301,31.7204284667969
"1188",1188,"1982-12-15T00:00:00Z",68.25,296.25,5.01,-1.39339196681976,31.8579998016357
"1191",1191,"1983-01-15T00:00:00Z",67.25,296.25,5.01,-1.5112247467041,31.6615905761719
"1192",1192,"1983-01-15T00:00:00Z",67.75,295.25,5.01,-1.55614972114563,31.60719871521
"1193",1193,"1983-01-15T00:00:00Z",67.75,295.75,5.01,-1.55877757072449,31.6238899230957
"1194",1194,"1983-01-15T00:00:00Z",67.75,296.25,5.01,-1.53623652458191,31.7344417572021
"1195",1195,"1983-01-15T00:00:00Z",68.25,295.25,5.01,-1.57065427303314,31.6668128967285
"1196",1196,"1983-01-15T00:00:00Z",68.25,295.75,5.01,-1.55093491077423,31.7847499847412
"1197",1197,"1983-01-15T00:00:00Z",68.25,296.25,5.01,-1.54878425598145,31.8934516906738
"1200",1200,"1983-02-15T00:00:00Z",67.25,296.25,5.01,-1.56180799007416,31.7206802368164
"1201",1201,"1983-02-15T00:00:00Z",67.75,295.25,5.01,-1.5794665813446,31.7098274230957
"1202",1202,"1983-02-15T00:00:00Z",67.75,295.75,5.01,-1.57037937641144,31.7082004547119
"1203",1203,"1983-02-15T00:00:00Z",67.75,296.25,5.01,-1.55259990692139,31.7827625274658
"1204",1204,"1983-02-15T00:00:00Z",68.25,295.25,5.01,-1.60273873806,31.7245063781738
"1205",1205,"1983-02-15T00:00:00Z",68.25,295.75,5.01,-1.58326613903046,31.8167400360107
"1206",1206,"1983-02-15T00:00:00Z",68.25,296.25,5.01,-1.55760371685028,31.9124526977539
"1209",1209,"1983-03-15T00:00:00Z",67.25,296.25,5.01,-1.59471464157104,31.8000450134277
"1210",1210,"1983-03-15T00:00:00Z",67.75,295.25,5.01,-1.60801827907562,31.7703075408936
"1211",1211,"1983-03-15T00:00:00Z",67.75,295.75,5.01,-1.59885084629059,31.7798633575439
"1212",1212,"1983-03-15T00:00:00Z",67.75,296.25,5.01,-1.58723771572113,31.8349552154541
"1213",1213,"1983-03-15T00:00:00Z",68.25,295.25,5.01,-1.58415257930756,31.7595272064209
"1214",1214,"1983-03-15T00:00:00Z",68.25,295.75,5.01,-1.5460901260376,31.8479404449463
"1215",1215,"1983-03-15T00:00:00Z",68.25,296.25,5.01,-1.52948713302612,31.9438705444336
"1218",1218,"1983-04-15T00:00:00Z",67.25,296.25,5.01,-1.62461614608765,31.9174041748047
"1219",1219,"1983-04-15T00:00:00Z",67.75,295.25,5.01,-1.60192251205444,31.8326683044434
"1220",1220,"1983-04-15T00:00:00Z",67.75,295.75,5.01,-1.60345149040222,31.8482723236084
"1221",1221,"1983-04-15T00:00:00Z",67.75,296.25,5.01,-1.5897970199585,31.8856296539307
"1222",1222,"1983-04-15T00:00:00Z",68.25,295.25,5.01,-1.55290699005127,31.8493061065674
"1223",1223,"1983-04-15T00:00:00Z",68.25,295.75,5.01,-1.51782011985779,31.9415988922119
"1224",1224,"1983-04-15T00:00:00Z",68.25,296.25,5.01,-1.5053323507309,32.0377960205078
"1227",1227,"1983-05-15T00:00:00Z",67.25,296.25,5.01,-1.63782644271851,32.0172271728516
"1228",1228,"1983-05-15T00:00:00Z",67.75,295.25,5.01,-1.58062219619751,31.9245777130127
"1229",1229,"1983-05-15T00:00:00Z",67.75,295.75,5.01,-1.58902049064636,31.9424934387207
"1230",1230,"1983-05-15T00:00:00Z",67.75,296.25,5.01,-1.57775557041168,31.9901218414307
"1231",1231,"1983-05-15T00:00:00Z",68.25,295.25,5.01,-1.55789589881897,31.9291095733643
"1232",1232,"1983-05-15T00:00:00Z",68.25,295.75,5.01,-1.52975714206696,31.9918041229248
"1233",1233,"1983-05-15T00:00:00Z",68.25,296.25,5.01,-1.51802682876587,32.0609169006348
"1236",1236,"1983-06-15T00:00:00Z",67.25,296.25,5.01,-1.62599468231201,32.0434455871582
"1237",1237,"1983-06-15T00:00:00Z",67.75,295.25,5.01,-1.57625293731689,31.987642288208
"1238",1238,"1983-06-15T00:00:00Z",67.75,295.75,5.01,-1.57956397533417,32.0058708190918
"1239",1239,"1983-06-15T00:00:00Z",67.75,296.25,5.01,-1.56528735160828,32.0710830688477
"1240",1240,"1983-06-15T00:00:00Z",68.25,295.25,5.01,-1.57591986656189,31.9719772338867
"1241",1241,"1983-06-15T00:00:00Z",68.25,295.75,5.01,-1.55382549762726,32.0403327941895
"1242",1242,"1983-06-15T00:00:00Z",68.25,296.25,5.01,-1.54517734050751,32.1412582397461
"1245",1245,"1983-07-15T00:00:00Z",67.25,296.25,5.01,-1.65104794502258,31.8383674621582
"1246",1246,"1983-07-15T00:00:00Z",67.75,295.25,5.01,-1.68446719646454,31.6899490356445
"1247",1247,"1983-07-15T00:00:00Z",67.75,295.75,5.01,-1.67539167404175,31.7204780578613
"1248",1248,"1983-07-15T00:00:00Z",67.75,296.25,5.01,-1.65789949893951,31.7502136230469
"1249",1249,"1983-07-15T00:00:00Z",68.25,295.25,5.01,-1.66373789310455,31.5708255767822
"1250",1250,"1983-07-15T00:00:00Z",68.25,295.75,5.01,-1.61790537834167,31.6048069000244
"1251",1251,"1983-07-15T00:00:00Z",68.25,296.25,5.01,-1.59727954864502,31.6813716888428
"1254",1254,"1983-08-15T00:00:00Z",67.25,296.25,5.01,-1.74834752082825,31.361780166626
"1255",1255,"1983-08-15T00:00:00Z",67.75,295.25,5.01,-1.72505867481232,30.924129486084
"1256",1256,"1983-08-15T00:00:00Z",67.75,295.75,5.01,-1.72518944740295,31.0038242340088
"1257",1257,"1983-08-15T00:00:00Z",67.75,296.25,5.01,-1.63962948322296,31.0320663452148
"1258",1258,"1983-08-15T00:00:00Z",68.25,295.25,5.01,-1.5374470949173,30.7747020721436
"1259",1259,"1983-08-15T00:00:00Z",68.25,295.75,5.01,-1.35072326660156,30.8299522399902
"1260",1260,"1983-08-15T00:00:00Z",68.25,296.25,5.01,-1.16411948204041,30.9830665588379
"1263",1263,"1983-09-15T00:00:00Z",67.25,296.25,5.01,-1.93168985843658,31.0461368560791
"1264",1264,"1983-09-15T00:00:00Z",67.75,295.25,5.01,-1.63724792003632,30.6629905700684
"1265",1265,"1983-09-15T00:00:00Z",67.75,295.75,5.01,-1.62369573116302,30.7584552764893
"1266",1266,"1983-09-15T00:00:00Z",67.75,296.25,5.01,-1.39444649219513,30.8178672790527
"1267",1267,"1983-09-15T00:00:00Z",68.25,295.25,5.01,-1.24059951305389,30.6571445465088
"1268",1268,"1983-09-15T00:00:00Z",68.25,295.75,5.01,-0.725071668624878,30.8532009124756
"1269",1269,"1983-09-15T00:00:00Z",68.25,296.25,5.01,-0.511732041835785,31.1088733673096
"1272",1272,"1983-10-15T00:00:00Z",67.25,296.25,5.01,-1.75139915943146,31.0207901000977
"1273",1273,"1983-10-15T00:00:00Z",67.75,295.25,5.01,-1.07028532028198,31.04563331604
"1274",1274,"1983-10-15T00:00:00Z",67.75,295.75,5.01,-1.19458472728729,31.0545177459717
"1275",1275,"1983-10-15T00:00:00Z",67.75,296.25,5.01,-0.869238078594208,31.2807559967041
"1276",1276,"1983-10-15T00:00:00Z",68.25,295.25,5.01,-0.556808471679688,31.3150196075439
"1277",1277,"1983-10-15T00:00:00Z",68.25,295.75,5.01,-0.378512889146805,31.6108131408691
"1278",1278,"1983-10-15T00:00:00Z",68.25,296.25,5.01,-0.541536450386047,31.8005104064941
"1281",1281,"1983-11-15T00:00:00Z",67.25,296.25,5.01,-1.36342751979828,31.2307929992676
"1282",1282,"1983-11-15T00:00:00Z",67.75,295.25,5.01,-0.654704689979553,31.3245220184326
"1283",1283,"1983-11-15T00:00:00Z",67.75,295.75,5.01,-0.764794766902924,31.3138446807861
"1284",1284,"1983-11-15T00:00:00Z",67.75,296.25,5.01,-0.728205025196075,31.4722537994385
"1285",1285,"1983-11-15T00:00:00Z",68.25,295.25,5.01,-0.369494616985321,31.3854141235352
"1286",1286,"1983-11-15T00:00:00Z",68.25,295.75,5.01,-0.410305261611938,31.5569725036621
"1287",1287,"1983-11-15T00:00:00Z",68.25,296.25,5.01,-0.556004464626312,31.6958084106445
"1290",1290,"1983-12-15T00:00:00Z",67.25,296.25,5.01,-1.00403273105621,31.4294757843018
"1291",1291,"1983-12-15T00:00:00Z",67.75,295.25,5.01,-0.686074376106262,31.3844261169434
"1292",1292,"1983-12-15T00:00:00Z",67.75,295.75,5.01,-0.684264063835144,31.4021453857422
"1293",1293,"1983-12-15T00:00:00Z",67.75,296.25,5.01,-0.693403601646423,31.5127182006836
"1294",1294,"1983-12-15T00:00:00Z",68.25,295.25,5.01,-0.795917868614197,31.4574947357178
"1295",1295,"1983-12-15T00:00:00Z",68.25,295.75,5.01,-0.830134093761444,31.6231803894043
"1296",1296,"1983-12-15T00:00:00Z",68.25,296.25,5.01,-0.876402020454407,31.6966781616211
"1299",1299,"1984-01-15T00:00:00Z",67.25,296.25,5.01,-0.8653804063797,31.5335121154785
"1300",1300,"1984-01-15T00:00:00Z",67.75,295.25,5.01,-0.909306168556213,31.5102443695068
"1301",1301,"1984-01-15T00:00:00Z",67.75,295.75,5.01,-0.906812191009521,31.5100688934326
"1302",1302,"1984-01-15T00:00:00Z",67.75,296.25,5.01,-0.921133279800415,31.5858612060547
"1303",1303,"1984-01-15T00:00:00Z",68.25,295.25,5.01,-0.882124722003937,31.4540634155273
"1304",1304,"1984-01-15T00:00:00Z",68.25,295.75,5.01,-0.995256721973419,31.557954788208
"1305",1305,"1984-01-15T00:00:00Z",68.25,296.25,5.01,-1.0455367565155,31.66969871521
"1308",1308,"1984-02-15T00:00:00Z",67.25,296.25,5.01,-0.990153014659882,31.6576652526855
"1309",1309,"1984-02-15T00:00:00Z",67.75,295.25,5.01,-0.957560479640961,31.5547485351562
"1310",1310,"1984-02-15T00:00:00Z",67.75,295.75,5.01,-0.967563807964325,31.5748672485352
"1311",1311,"1984-02-15T00:00:00Z",67.75,296.25,5.01,-1.02348339557648,31.6101455688477
"1312",1312,"1984-02-15T00:00:00Z",68.25,295.25,5.01,-1.09530162811279,31.4981231689453
"1313",1313,"1984-02-15T00:00:00Z",68.25,295.75,5.01,-1.13944840431213,31.482572555542
"1314",1314,"1984-02-15T00:00:00Z",68.25,296.25,5.01,-1.17187917232513,31.5161933898926
"1317",1317,"1984-03-15T00:00:00Z",67.25,296.25,5.01,-1.08811950683594,31.7616996765137
"1318",1318,"1984-03-15T00:00:00Z",67.75,295.25,5.01,-1.12912094593048,31.6195735931396
"1319",1319,"1984-03-15T00:00:00Z",67.75,295.75,5.01,-1.10518682003021,31.6470985412598
"1320",1320,"1984-03-15T00:00:00Z",67.75,296.25,5.01,-1.16585624217987,31.6567344665527
"1321",1321,"1984-03-15T00:00:00Z",68.25,295.25,5.01,-1.16315853595734,31.4948272705078
"1322",1322,"1984-03-15T00:00:00Z",68.25,295.75,5.01,-1.21279954910278,31.5110130310059
"1323",1323,"1984-03-15T00:00:00Z",68.25,296.25,5.01,-1.2660927772522,31.601188659668
"1326",1326,"1984-04-15T00:00:00Z",67.25,296.25,5.01,-1.21376264095306,31.8724021911621
"1327",1327,"1984-04-15T00:00:00Z",67.75,295.25,5.01,-1.17496502399445,31.6696395874023
"1328",1328,"1984-04-15T00:00:00Z",67.75,295.75,5.01,-1.18330550193787,31.716552734375
"1329",1329,"1984-04-15T00:00:00Z",67.75,296.25,5.01,-1.23202478885651,31.7335014343262
"1330",1330,"1984-04-15T00:00:00Z",68.25,295.25,5.01,-1.19119656085968,31.5331993103027
"1331",1331,"1984-04-15T00:00:00Z",68.25,295.75,5.01,-1.25202000141144,31.5833702087402
"1332",1332,"1984-04-15T00:00:00Z",68.25,296.25,5.01,-1.30782866477966,31.6786556243896
"1335",1335,"1984-05-15T00:00:00Z",67.25,296.25,5.01,-1.30053842067719,31.9588890075684
"1336",1336,"1984-05-15T00:00:00Z",67.75,295.25,5.01,-1.21761250495911,31.7233715057373
"1337",1337,"1984-05-15T00:00:00Z",67.75,295.75,5.01,-1.22452771663666,31.7760696411133
"1338",1338,"1984-05-15T00:00:00Z",67.75,296.25,5.01,-1.26752257347107,31.8233032226562
"1339",1339,"1984-05-15T00:00:00Z",68.25,295.25,5.01,-1.22554993629456,31.6203804016113
"1340",1340,"1984-05-15T00:00:00Z",68.25,295.75,5.01,-1.2701450586319,31.6742076873779
"1341",1341,"1984-05-15T00:00:00Z",68.25,296.25,5.01,-1.31635928153992,31.7763900756836
"1344",1344,"1984-06-15T00:00:00Z",67.25,296.25,5.01,-1.3217521905899,31.9738693237305
"1345",1345,"1984-06-15T00:00:00Z",67.75,295.25,5.01,-1.18199014663696,31.7621479034424
"1346",1346,"1984-06-15T00:00:00Z",67.75,295.75,5.01,-1.17918491363525,31.8047256469727
"1347",1347,"1984-06-15T00:00:00Z",67.75,296.25,5.01,-1.17225933074951,31.8486442565918
"1348",1348,"1984-06-15T00:00:00Z",68.25,295.25,5.01,-1.2018541097641,31.7019290924072
"1349",1349,"1984-06-15T00:00:00Z",68.25,295.75,5.01,-1.20801162719727,31.7459030151367
"1350",1350,"1984-06-15T00:00:00Z",68.25,296.25,5.01,-1.16320216655731,31.8317108154297
"1353",1353,"1984-07-15T00:00:00Z",67.25,296.25,5.01,-1.35216808319092,31.7630939483643
"1354",1354,"1984-07-15T00:00:00Z",67.75,295.25,5.01,-1.24208307266235,31.588830947876
"1355",1355,"1984-07-15T00:00:00Z",67.75,295.75,5.01,-1.23648977279663,31.6158618927002
"1356",1356,"1984-07-15T00:00:00Z",67.75,296.25,5.01,-1.20730149745941,31.6316738128662
"1357",1357,"1984-07-15T00:00:00Z",68.25,295.25,5.01,-1.34800207614899,31.4651870727539
"1358",1358,"1984-07-15T00:00:00Z",68.25,295.75,5.01,-1.38186573982239,31.4323272705078
"1359",1359,"1984-07-15T00:00:00Z",68.25,296.25,5.01,-1.32343089580536,31.4608707427979
"1362",1362,"1984-08-15T00:00:00Z",67.25,296.25,5.01,-1.44878947734833,31.3699703216553
"1363",1363,"1984-08-15T00:00:00Z",67.75,295.25,5.01,-0.791536748409271,31.1163692474365
"1364",1364,"1984-08-15T00:00:00Z",67.75,295.75,5.01,-0.911112785339355,31.1307754516602
"1365",1365,"1984-08-15T00:00:00Z",67.75,296.25,5.01,-1.02565121650696,31.1412792205811
"1366",1366,"1984-08-15T00:00:00Z",68.25,295.25,5.01,-0.561295211315155,30.8770790100098
"1367",1367,"1984-08-15T00:00:00Z",68.25,295.75,5.01,-0.164362519979477,30.8599243164062
"1368",1368,"1984-08-15T00:00:00Z",68.25,296.25,5.01,0.196130901575089,30.9478931427002
"1371",1371,"1984-09-15T00:00:00Z",67.25,296.25,5.01,-1.12991118431091,31.168041229248
"1372",1372,"1984-09-15T00:00:00Z",67.75,295.25,5.01,-0.240468800067902,30.7262649536133
"1373",1373,"1984-09-15T00:00:00Z",67.75,295.75,5.01,-0.27530562877655,30.804573059082
"1374",1374,"1984-09-15T00:00:00Z",67.75,296.25,5.01,-0.196436122059822,30.9221992492676
"1375",1375,"1984-09-15T00:00:00Z",68.25,295.25,5.01,0.0645986869931221,30.7906169891357
"1376",1376,"1984-09-15T00:00:00Z",68.25,295.75,5.01,0.649805009365082,31.0283050537109
"1377",1377,"1984-09-15T00:00:00Z",68.25,296.25,5.01,1.20386338233948,31.2561225891113
"1380",1380,"1984-10-15T00:00:00Z",67.25,296.25,5.01,-1.34255683422089,31.0390815734863
"1381",1381,"1984-10-15T00:00:00Z",67.75,295.25,5.01,-0.659770727157593,30.8964824676514
"1382",1382,"1984-10-15T00:00:00Z",67.75,295.75,5.01,-0.600516319274902,30.9080810546875
"1383",1383,"1984-10-15T00:00:00Z",67.75,296.25,5.01,-0.258782833814621,31.1378402709961
"1384",1384,"1984-10-15T00:00:00Z",68.25,295.25,5.01,-0.429975092411041,31.1026725769043
